,ski_resort,airport_1,distance_1,lat,long,airport_2,distance_2,lat_2,long_2,airport_3,distance_3,lat_3,long_3
275,Sapphire Valley,Jackson County,24.875016930211,38.92977778,-81.81947222,Macon County,31.534975890300572,35.222595,-83.41904389,Hillsdale Municipal,768.0884718427094,41.92126083,-84.5857625
276,Saskadena Six,Lebanon Municipal,17.28071675392749,43.62637222,-72.30426722,Claremont Municipal,30.59994347926346,43.37043194,-72.36867667,Midland International,2892.6592472737266,31.94252778,-102.20191390000001
277,Saskadena Six,Lebanon Municipal,17.28071675392749,36.19041667,-86.31569444,Claremont Municipal,30.59994347926346,43.37043194,-72.36867667,Midland International,2892.6592472737266,31.94252778,-102.20191390000001
278,Schweitzer,Sandpoint,8.885182681255857,48.29965139,-116.55976809999999,Priest River Muni,28.910256363743162,48.19018611,-116.90936440000002,John Day State,475.7500101008816,44.40416667,-118.9625
279,Seven Oaks,Boone Municipal,8.98488093027147,42.04956944,-93.84757222,Ames Municipal,27.729370230146497,41.99206972,-93.62180139,Karl Stefan Memorial,287.6972786334933,41.98546389,-97.43511111
280,Seven Springs,Mount Pleasant-Scottdale,22.810937681679846,40.10840556,-79.54142694,Somerset County,24.171588201459926,40.03911111,-79.01455556,Kit Carson County,1965.041185366029,39.2425,-102.28538890000002
281,Shanty Creek,Antrim County,2.788587915863173,44.98857611,-85.198355,Charlevoix Municipal,38.45490789460149,45.30477778,-85.27477778,Galion Municipal,509.5423435086385,40.75338889,-82.72380556
282,Shawnee Mountain,Stroudsburg-Pocono,4.941159324021296,41.03587167,-75.16067889,Blairstown,10.550755111360367,40.97114556,-74.99747556,Brenham Municipal,2256.6791431736074,30.219,-96.37427778
283,Showdown,Stanford,45.1105880348724,47.14718944,-110.2299289,White Sulphur Springs,49.60467885839627,46.50410722,-110.91326670000001,Frankfort Municipal,2072.2700072999824,40.27343083,-86.56217028
284,Sierra at Tahoe,Lake Tahoe,12.757072698002618,38.89388167,-119.9953347,Minden-Tahoe,36.17605922515036,39.00030889,-119.7508064,Nogales International,1173.1450027576711,31.41772222,-110.8478889
285,Silver Mountain,Shoshone County,4.243256779807838,47.54769889,-116.18850079999999,St Maries Municipal,40.966068815555495,47.32768722,-116.5773906,Wiley Post,2027.6470882669826,35.53455,-97.64721556
286,Silverton Mountain,Telluride Regional,26.59208315779832,37.95375861,-107.90848000000001,Durango-La Plata County,73.85701571891538,37.15151667,-107.75376920000001,Lloyd R. Roundtree Seaplane Facility,2813.626435486334,56.81131972,-132.9600567
287,Sipapu Ski and Summer,Taos Municipal,35.59444428913306,36.45819,-105.67242890000001,San Juan Pueblo,47.0203387864589,36.02502306,-106.04641140000001,Salem Memorial,1249.542949354253,37.61523333,-91.60444167
288,Ski Apache,Sierra Blanca Regional,5.578984888235861,33.46285,-105.5347508,Carrizozo Municipal,36.70467701835895,33.64886139,-105.89568500000001,Aberdeen Regional,1468.781724599539,45.44905556,-98.42183333
289,Ski Beech Mountain,Avery County/Morrison ,26.748808907113425,35.94457028,-81.99566944,Elizabethton Municipal,35.60797790408422,36.37094306,-82.17374111,White County,661.027574267112,40.70881639,-86.76676139
290,Ski Brule,Kings Land O' Lakes,46.40293437877244,46.15387722,-89.21194417,Eagle River Union,51.82702580703377,45.93179639,-89.26906778,Knoxville Municipal,640.7065565434107,41.29888556,-93.11381556
291,Ski Butternut,Great Barrington,6.744373386921467,42.18421417,-73.40324056,Columbia Cty,34.210068303643745,42.29130028,-73.71031944,Illinois Valley,4089.6175343719947,42.10372417,-123.68229109999999
292,Ski China Peak,Mammoth Yosemite,50.871560911271935,37.62404861,-118.8377722,Reedley Municipal,69.65970216464243,36.66633917,-119.4498483,Wellington Municipal,1923.169772220675,37.32441028,-97.38732333
293,Ski Cooper,Lake County,3.98446159873659,42.16111111,-120.39907029999999,Buena Vista Muni,50.77217573670888,38.81416194,-106.1206939,Double Eagle II,458.6927680213946,35.14515278,-106.79516170000001
294,Ski Cooper,Lake County,3.98446159873659,39.2202675,-106.3166906,Buena Vista Muni,50.77217573670888,38.81416194,-106.1206939,Double Eagle II,458.6927680213946,35.14515278,-106.79516170000001
295,Ski Mystic at Deer Mountain,Black Hills-Clyde Ice ,14.264948666374766,44.48022222,-103.7768889,Sturgis Municipal,31.866214197502572,44.41761111,-103.37477779999999,Dahl Creek,3979.1331002275015,66.94333806,-156.9046739
296,Ski Mystic at Deer Mountain,Black Hills-Clyde Ice ,14.264948666374766,44.48022222,-103.7768889,Sturgis Municipal,31.866214197502572,37.54083333,-87.95183333,Dahl Creek,3979.1331002275015,66.94333806,-156.9046739
297,Ski Santa Fe,Santa Fe Municipal,15.666758604070173,35.61677778,-106.08813889999999,San Juan Pueblo,38.84277393025399,36.02502306,-106.04641140000001,Salem Memorial,1295.1969591303935,37.61523333,-91.60444167
298,Ski Sawmill,Grand Canyon State,24.371430682109402,41.72790028,-77.39651139,Williamsport-Lycoming Cty,43.940504146571215,41.24183583,-76.92109556,Kapalua,7620.381576201257,20.96293639,-156.67303169999997
299,Ski Snowstar Winter Sports Park,Mercer County,19.654545063180894,41.248645,-90.73708361,Quad City,20.061504665409906,41.44852639,-90.50753917,Sharp County Regional,578.1415931011131,36.26487139,-91.56264111
300,Ski Sundown,Mountain Meadow Airstrip,12.207317167393366,41.77287528,-73.01121667,Simsbury Tri-Town,16.8963970289694,41.91676389,-72.77731778,Apple Valley,3901.7724192387395,34.57528944,-117.18617920000001
301,Ski Ward,Worcester Regional,16.311954861784297,42.26733944,-71.87570944,Fitchburg Municipal,28.779305401816206,42.55412194,-71.75895639,Captain Walter Francis Duke Regional ,605.4180941631217,38.31536111,-76.55011111
302,Sleeping Giant,Yellowstone Regional,5.075656691938123,44.52019417,-109.02379609999998,Powell Muni,45.48159289154733,44.86797222,-108.79299999999999,Shreveport Regional,1882.3181631226,32.446627500000005,-93.82559833
303,Smugglers' Notch,Morrisville-Stowe State,21.32751536389251,44.53460806,-72.61400444,Burlington International,31.446450909461184,44.47300361,-73.1503125,Prague Municipal,2262.0240725651443,35.48201417,-96.71862944
304,Sno Mountain,Wilkes-Barre/Scranton Intl,5.153111084716522,41.33814944,-75.72426750000001,Wilkes-Barre Wyoming Valley,16.62919869428651,41.29717222,-75.85120556,Marianna Municipal,1446.1355539059568,30.83780556,-85.18188889
305,Snow Creek,Kansas City International,20.48924192914773,39.29760528,-94.71390556,Amelia Earhart,29.76893843705798,39.57052472,-95.18033139,Greater Rochester Int'l,1494.8232619034043,43.11886611,-77.67238389
306,Snow King,Jackson Hole,14.304773151789826,43.60732417,-110.7377389,Afton Municipal,86.71054642482225,42.71124583,-110.9421639,Gillespie County,1806.4896593707253,30.24369444,-98.90952778
307,Snow Ridge,Griffis Airpark,48.00149986942378,43.23379861,-75.40703333,Oneida Cty,57.94784865934581,43.14511944,-75.38385889,Key ,1713.2299413119606,32.33313333,-88.75120556
308,Snow Snake,Clare Municipal,14.463914040258437,43.83111111,-84.74133333,Gladwin,25.591443355400017,43.97063278,-84.47503861,Lynchburg Municipal-Preston Glenn ,874.747177821741,37.32668528,-79.20043056
309,Snow Sumt,Big Bear City,5.674777599160252,34.26361944,-116.854475,San Bernardino International,34.03437804930277,34.09535361,-117.23487420000001,Algona Municipal,2187.8758054536515,43.07791056,-94.27199278
310,Snow Trails,Mansfield Lahm Municipal,7.008964114896606,40.82141667,-82.51663889,Galion Municipal,17.5588207825306,40.75338889,-82.72380556,"Union County, Troy Shelton ",679.4830324788511,34.68680111,-81.64121167
311,Snow Valley,Redlands Municipal,14.04700241509276,34.08526167,-117.14637890000002,San Bernardino International,17.030133021566414,34.09535361,-117.23487420000001,Lincoln County,3265.4088818431137,35.48332889,-81.16125833
312,Snowbasin,Ogden-Hinckley,21.50231163842801,41.19594417,-112.012175,Brigham City,40.5689725893806,41.55239139,-112.0622625,Ruth,977.5061006319507,40.21125917,-123.29752309999999
313,Snowbird,Heber City Municipal/Russ McDonald ,22.224457725580812,40.48180556,-111.42880559999999,Salt Lake City Municipal 2,28.761856731869848,40.61954,-111.9928858,Ruth,986.0151020385632,40.21125917,-123.29752309999999
314,Snowriver Mountain Resort,Gogebic County,12.651805546982624,46.52747472,-90.13139667,Manitowish Waters,42.61162788605823,46.12197222,-89.88233333,Amery Municipal,230.22069220341518,45.28114833,-92.37539222
315,Snowshoe Mountain,Ingalls ,53.30262007838296,37.95144444,-79.83389444,Elkins-Randolph Co-Jennings Randolph,54.33764279450167,38.88944444,-79.85713889,Fayette Regional Air Center,1819.5991877600536,29.90930556,-96.9505
316,Snowy Range Ski Recreation Area,Laramie Regional,39.01265900990029,41.31205,-105.67498640000001,Shively ,59.18441876159013,41.44485944,-106.82352639999999,Palm Beach County Glades,2829.084861824514,26.78503861,-80.69335528
317,Soda Springs,Truckee-Tahoe,3.859952006994068,39.32004222,-120.13956280000001,Reno/Tahoe International,40.3993676472655,39.49857611,-119.76806470000001,Greenville Muni,3348.696679558128,41.44683167,-80.39126167
318,Soldier Mountain,Friedman Memorial,43.68749184645559,43.50484139,-114.29659029999999,Gooding Municipal,47.79588198501523,42.91716639,-114.7651575,Fernando Luis Ribas Dominicci,5307.127788969135,18.45675,-66.09883333
319,Solitude Mountain,Heber City Municipal/Russ McDonald ,20.561733144796477,40.48180556,-111.42880559999999,Salt Lake City Municipal 2,33.919213011779185,40.61954,-111.9928858,Ruth,991.378215484072,40.21125917,-123.29752309999999
320,Song Mountain,Cortland Cty-Chase ,24.421111248435434,42.59264528,-76.2148825,Skaneateles Aero Drome,29.926858799139012,42.91395583,-76.44076889,Canton -Plymouth -  Mettetal,603.6249470804548,42.35003667,-83.45826833
321,Spirit Mountain,Richard I Bong,9.837840712007436,46.6897175,-92.094655,Sky Harbor,13.21972255785531,46.72186083,-92.04343889,Chesapeake Municipal,1723.8098016953456,36.66561833,-76.32066389
322,Spout Springs,Walla Walla Regional,41.91969550185376,46.09456167,-118.2880367,La Grande/Union County,51.85732581101476,45.29020944,-118.0071108,Harvey Municipal,1394.9835018057547,47.79123306,-99.93174222
323,Spring Mountain,Perkiomen Valley,8.26963357482858,40.20404833,-75.43026306,Pottstown Limerick,9.391231347856248,40.23957167,-75.55662528,Mobridge Municipal,2105.1827727085865,45.54650361,-100.40791920000001
324,Steamboat,Steamboat Springs,8.403404618434033,40.51625944,-106.8663006,Yampa Valley,35.05485806267171,40.48118028,-107.21765970000001,Wayne County,2094.9262032660627,40.87480556,-81.88825
325,Steamboat,Steamboat Springs,8.403404618434033,40.51625944,-106.8663006,Yampa Valley,35.05485806267171,40.48118028,-107.21765970000001,Wayne County,2094.9262032660627,36.85527778,-84.85613889
326,Stevens Pass,Harvey ,59.89094529124204,47.90815306,-122.10540719999999,Kenmore Air Harbor Inc,67.44019413655782,47.75482,-122.2592931,Wings ,3728.3454573103995,40.13647333,-75.26702972
327,Stowe Mountain,Morrisville-Stowe State,12.960153234619089,44.53460806,-72.61400444,Burlington International,30.232267314072306,44.47300361,-73.1503125,Prague Municipal,2262.311208715703,35.48201417,-96.71862944
328,Stratton Mountain,William H. Morse State,37.16049794653361,42.891332500000004,-73.24640749999999,Claremont Municipal,52.004939061566624,43.37043194,-72.36867667,Montauk,240.62911694528583,41.07694333,-71.92039972
329,Sugar Bowl,Truckee-Tahoe,18.464839349968585,39.32004222,-120.13956280000001,Reno/Tahoe International,54.2378862970783,39.49857611,-119.76806470000001,Mapleton Municipal,2085.874328227936,42.178295,-95.79364528
330,Sugar Mountain,Avery County/Morrison ,26.748808907113425,35.94457028,-81.99566944,Elizabethton Municipal,35.60797790408422,36.37094306,-82.17374111,White County,661.027574267112,40.70881639,-86.76676139
331,Sugarbush,Warren-Sugar Bush,5.269833666943766,44.11672722,-72.82705806,Middlebury State,24.87410268750532,43.98478278,-73.09594889,Midland International,2882.4129422357805,31.94252778,-102.20191390000001
332,Sugarloaf,Sugarloaf Regional,9.854539948959715,45.08616639,-70.21617778,Rangeley Municipal,27.195228190605352,44.991895,-70.66462472,Yuba County,4209.474656614345,39.09777278,-121.569825
333,Sun Valley,Friedman Memorial,20.840366144599884,43.50484139,-114.29659029999999,Arco-Butte County,83.76323704091608,43.60343056,-113.3340972,Juneau International,2141.314337123552,58.35496194,-134.57627639999998
334,Sunburst,West Bend Municipal,11.206664990784024,43.42219444,-88.12792667,Fond Du Lac County,37.40869892132901,43.77117417,-88.48842917,Lemhi County,2040.8595925468965,45.12047778,-113.88201029999999
335,Sundance,Heber City Municipal/Russ McDonald ,16.729224332339275,40.48180556,-111.42880559999999,Provo Muni,22.484995493139934,40.21919444,-111.7233611,Sikeston Memorial Municipal,1946.6169074409577,36.89888889,-89.56175
336,Sunday River,Col. Dyke ,7.2094363508414405,44.42506444,-70.80784778,Berlin Municipal,32.190424055827414,44.57537278,-71.17593167,Yuba County,4184.021905349278,39.09777278,-121.569825
337,Sundown Mountain,Dubuque Municipal,15.624000530372559,42.40295944,-90.70916722,Lancaster,31.552160780771334,42.78054722,-90.68096028,Picayune Municipal,1341.5930343262046,30.48748472,-89.65119306
338,Sundown Mountain,Dubuque Municipal,15.624000530372559,42.40295944,-90.70916722,Lancaster,31.552160780771334,42.92228111,-78.61224889,Picayune Municipal,1341.5930343262046,30.48748472,-89.65119306
339,Sundown Mountain,Dubuque Municipal,15.624000530372559,42.40295944,-90.70916722,Lancaster,31.552160780771334,32.57919111,-96.71905111,Picayune Municipal,1341.5930343262046,30.48748472,-89.65119306
340,Sundown Mountain,Dubuque Municipal,15.624000530372559,42.40295944,-90.70916722,Lancaster,31.552160780771334,40.12171528,-76.29609778,Picayune Municipal,1341.5930343262046,30.48748472,-89.65119306
341,Sunlight Mountain,Garfield County Regional,36.169816475488645,39.526315000000004,-107.7269403,Eagle County Regional,45.08241313808919,39.64256778,-106.91769529999999,"W. H. \Bud\"" Barron """,2310.7478099160703,32.56445806,-82.98525556
342,Sunrise Park,Springerville Babbitt ,18.947540305735128,34.1286575,-109.31147560000001,Whiteriver,53.43908719053551,33.81255056,-109.9867658,Franklin ,1174.8828365754352,38.30491306,-121.4296736
343,Swain,Dansville Muni,15.466872761618799,42.57089972,-77.71305083,Hornell Muni,17.62702779744505,42.38214444,-77.6821125,Perry-Warsaw,33.51192512997665,42.74134667,-78.05208056
344,Swiss Valley,Three Rivers Municipal,18.082177007242368,41.95975,-85.59338889,Elkhart Municipal,26.55880982547351,41.71935833,-86.00168361,Tulip City,96.61514956047304,42.74316667,-86.10502778
345,Tahoe Donner,Truckee-Tahoe,6.9936788628299755,39.32004222,-120.13956280000001,Reno/Tahoe International,42.07456798980462,39.49857611,-119.76806470000001,Greenville Muni,3350.791858243374,41.44683167,-80.39126167
346,Tamarack,Council Municipal,23.328819645031007,44.7498875,-116.44680919999999,Cascade,59.025009562559624,44.4937825,-116.01624220000001,Panola County-Sharpe ,2375.7539473701618,32.17608333,-94.29880556
347,Taos Ski Valley,Angel Fire,24.301906473442138,36.42240972,-105.2892967,Springer Municipal,80.424308488355,36.32697806,-104.61971170000001,Nantucket Memorial,3083.4973387743084,41.25305194,-70.06018139
348,Telluride,Telluride Regional,5.84175183878265,37.95375861,-107.90848000000001,Montrose Regional,63.769158454625575,38.50886722,-107.89383329999998,Lloyd R. Roundtree Seaplane Facility,2793.3277525229587,56.81131972,-132.9600567
349,Terry Peak,Black Hills-Clyde Ice ,14.264948666374766,44.48022222,-103.7768889,Sturgis Municipal,31.866214197502572,44.41761111,-103.37477779999999,Dahl Creek,3979.1331002275015,66.94333806,-156.9046739
350,Terry Peak,Black Hills-Clyde Ice ,14.264948666374766,44.48022222,-103.7768889,Sturgis Municipal,31.866214197502572,37.54083333,-87.95183333,Dahl Creek,3979.1331002275015,66.94333806,-156.9046739
351,Teton Pass,Choteau,1.9301576201722321,47.82528056,-112.16621359999999,Conrad,42.50052316503888,48.16863889,-111.9764722,Columbus,329.99210535365154,45.6291075,-109.25071670000001
352,The Homestead,Cherry Capital,35.69183725524463,44.74144472,-85.582235,Charlevoix Municipal,69.43890650364914,45.30477778,-85.27477778,Shelby County,656.2531233683499,39.41042861,-88.8454325
353,The Homestead,Cherry Capital,35.69183725524463,44.74144472,-85.582235,Charlevoix Municipal,69.43890650364914,45.30477778,-85.27477778,Shelby County,656.2531233683499,33.17781083,-86.78323722
354,The Summit at Snoqualmie,Cle Elum Municipal,45.31106002145224,47.18317583,-120.884525,Renton Municipal,62.3560568304202,47.49313889,-122.21575,Palmdale Production Flight,1445.818249437793,34.62938889,-118.0845528
355,Thunder Ridge,Stormville,14.346118097210882,41.57698222,-73.73235278,Danbury Municipal,17.487239206825656,41.37153528,-73.48219056,Fall River Mills,3947.139263000318,41.01877417,-121.43331359999999
356,Timber Ridge,Padgham ,15.934626518404244,42.53098278,-85.82513556,Kalamazoo County,25.6401002343198,42.234875,-85.55205749999999,Hartington Municipal,940.07558122066,42.60355556,-97.25263889
357,Timberline,Grant County,31.447322828954857,47.20770806,-119.32018970000001,Elkins-Randolph Co-Jennings Randolph,43.09531888490233,38.88944444,-79.85713889,Middlebury State,756.1099858223234,43.98478278,-73.09594889
358,Timberline,Grant County,31.447322828954857,32.63654694,-108.15638529999998,Elkins-Randolph Co-Jennings Randolph,43.09531888490233,38.88944444,-79.85713889,Middlebury State,756.1099858223234,43.98478278,-73.09594889
359,Timberline,Grant County,31.447322828954857,38.99419444,-79.14438889,Elkins-Randolph Co-Jennings Randolph,43.09531888490233,38.88944444,-79.85713889,Middlebury State,756.1099858223234,43.98478278,-73.09594889
360,Timberline Lodge,Hood River,40.33500457797979,45.67261833,-121.5364625,Columbia Gorge Regional,53.08810114469907,45.61854556,-121.1673439,Cheyenne County Municipal,1739.4265578260126,39.76104833,-101.79584140000001
361,Titus Mountain,Malone-Dufort,10.92577475141354,44.85365722,-74.32894972,Adirondack,43.31329455826068,44.38531,-74.20618472,Hassel ,1562.062758911681,35.38507528,-87.96752833
362,Toggenburg Mountain,Syracuse-Hancock Intl,32.22484912968266,43.11118694,-76.10631056,Hamilton Municipal ,34.63586978086712,42.84381889,-75.56140194,Canton -Plymouth -  Mettetal,613.8462960738439,42.35003667,-83.45826833
363,Treetops,Otsego County,8.82218724394902,45.01354806,-84.70318944,Atlanta Municipal,36.3580909702356,45.00000833,-84.13333667,Tacoma Narrows,2907.5472043746163,47.26793111,-122.5780997
364,Trollhaugen,L. O. Simenstad Municipal,7.365284988606933,45.30858944,-92.69008056,Amery Municipal,20.516383448103692,45.28114833,-92.37539222,Port Allen,6521.6735126191315,21.89686833,-159.60332169999998
365,Tussey Mountain,University Park,9.457869001816308,40.851206,-77.84630200000001,Mifflin Cty,17.726757636627234,40.67737417,-77.62682833,Searle ,2007.6850177465192,41.11961111,-101.7689444
366,Tussey Mountain,University Park,9.457869001816308,40.84927778,-77.84869444,Mifflin Cty,17.726757636627234,40.67737417,-77.62682833,Searle ,2007.6850177465192,41.11961111,-101.7689444
367,Tyrol Basin,Morey,21.64654629395011,43.11424444,-89.53073222,Sauk - Prairie,27.927873387163462,43.296932500000004,-89.75595639,Waldron Municipal,982.3242458992946,34.87509944,-94.10993056
368,Vail,McElroy Airfield,45.63610202132807,40.05367972,-106.3689467,Eagle County Regional,46.20402576319075,39.64256778,-106.91769529999999,Big Sandy,993.1092500337611,48.16247972,-110.11326310000001
369,Villa Olivia,Schaumburg,10.166694726700483,41.98934083,-88.10124278,Du Page,12.008304147994917,41.90688333,-88.24841722,Winsted Municipal,573.5204203456447,44.94996278,-94.0669175
370,Wachusett Mountain,Gardner Municipal,11.84460523539731,42.54986639,-72.01602194,Fitchburg Municipal,11.88291709437007,42.55412194,-71.75895639,Montauk,158.58946229083517,41.07694333,-71.92039972
371,Waterville Valley,Plymouth Municipal,27.857445701235584,41.36513333,-86.30050417,Post Mills,60.850669495353934,43.884235,-72.25370333,Pine River Regional,1808.2717276952515,46.7247875,-94.3817
372,Waterville Valley,Plymouth Municipal,27.857445701235584,43.77923806,-71.75369056,Post Mills,60.850669495353934,43.884235,-72.25370333,Pine River Regional,1808.2717276952515,46.7247875,-94.3817
373,Waterville Valley,Plymouth Municipal,27.857445701235584,35.80843944,-76.75927694,Post Mills,60.850669495353934,43.884235,-72.25370333,Pine River Regional,1808.2717276952515,46.7247875,-94.3817
374,Waterville Valley,Plymouth Municipal,27.857445701235584,41.90902444,-70.72878778,Post Mills,60.850669495353934,43.884235,-72.25370333,Pine River Regional,1808.2717276952515,46.7247875,-94.3817
375,Welch Village,Red Wing Municipal,20.218855135878346,44.58935611,-92.48496889,South St.Paul Municipal,39.65323689736224,44.85713278,-93.03285389,Babelthoup/Koror,12555.220008467659,7.367222,134.544167
376,West Mountain,Floyd D. Bennett,11.077950079257192,43.34121,-73.61030749999999,Saratoga Cty,28.348218272507303,43.05126111,-73.86119444,Abilene Regional,2564.9643729553845,32.41132,-99.68189722
377,Whalebk,Lebanon Municipal,12.997125228373896,43.62637222,-72.30426722,Post Mills,28.485137707723773,43.884235,-72.25370333,Midland International,2922.1500312290987,31.94252778,-102.20191390000001
378,Whalebk,Lebanon Municipal,12.997125228373896,36.19041667,-86.31569444,Post Mills,28.485137707723773,43.884235,-72.25370333,Midland International,2922.1500312290987,31.94252778,-102.20191390000001
379,White Pass,Packwood,22.35649527452026,46.60400083,-121.67786640000001,Yakima Air Terminal,65.06465014261083,46.56816972,-120.54405940000001,Dillingham,2797.856290962017,59.0454125,-158.5033389
380,White Pine,Ralph Wenz ,9.264023689309997,42.79549917,-109.80709440000001,Big Piney-Marbleton,37.39839979921269,42.58506972,-110.1111531,Jacksonville-Cherokee County,1775.7594780153222,31.86933667,-95.21739028
381,Whitecap Mountain,Sawyer County,17.235876600524414,46.02585722,-91.44424278,Cable Union,37.14486103895502,46.19424889,-91.24640972,Renton Municipal,2342.805780153774,47.49313889,-122.21575
382,Whiteface Mountain,Lake Placid,4.900017661691573,44.26447361,-73.96186639,Adirondack,18.863097519895835,44.38531,-74.20618472,Midland International,2803.0633651624266,31.94252778,-102.20191390000001
383,Whitefish Mountain,Glacier Park Intl,12.524310483545804,48.31140472,-114.25506940000001,Polson,80.30565480048953,47.69543861,-114.1851178,Marine City,2530.6471936623425,42.72086583,-82.59574694
384,Whitetail,Hagerstown Regional-Richard Henson ,17.81362354811082,39.70794444,-77.7295,Chambersburg Muni,35.67174437522363,39.97295167,-77.64326778,Bolivar Municipal,1357.5512995467218,37.59693194,-93.34765
385,Whusett,Gardner Municipal,11.84460523539731,42.54986639,-72.01602194,Fitchburg Municipal,11.88291709437007,42.55412194,-71.75895639,Montauk,158.58946229083517,41.07694333,-71.92039972
386,Wild Mountain Ski Snowboard Area,L. O. Simenstad Municipal,10.785357692415122,45.30858944,-92.69008056,Amery Municipal,25.47787036982267,45.28114833,-92.37539222,Port Allen,6518.96619800329,21.89686833,-159.60332169999998
387,Wildcat Mountain,Eastern Slopes Regional,25.626392645863998,43.99114472,-70.94787444,Berlin Municipal,47.720585586853865,44.57537278,-71.17593167,O Neill Municipal,2222.7474035995865,42.46988889,-98.68805556
388,Willamette Pass,Mahlon Sweet ,13.179426907388175,44.123259999999995,-123.21868559999999,Hobby ,14.798974611315797,43.93206889,-123.0067483,Homer Municipal,2882.9349686483197,32.78850806,-93.00366083
389,Willard Mountain,Downtown Manhattan/Wall St. Heliport,0.7664312336929069,40.70121361,-74.00902833,New York Skyports Inc. SPB,4.553238996192018,40.73399083,-73.97291639,Kantishna,5415.448986383402,63.54171472,-150.9939547
390,Wilmot Mountain,Galt,20.05745673401679,42.40266472,-88.37588917,Campbell,22.764649851100607,42.32461111,-88.07408806,P B Raiford,1214.98302244281,35.00006444,-77.981695
391,Windham Mountain,Maben,12.307716117354238,42.27230778,-74.39403667,Freehold,16.55692559147356,42.36425,-74.06596806,Grandfield Municipal,2308.040327615912,34.23758944,-98.74200917
392,Winter Park,Granby-Grand County,25.641928925476453,40.08970806,-105.9172367,Jeffco,55.12649307199815,39.90878667,-105.11721580000001,Big Sandy,982.8210681687849,48.16247972,-110.11326310000001
393,Wintergreen,Shenandoah Valley Regional,42.14164646862102,38.26384333,-78.89643806,Charlottesville-Albermarle,48.24082225239084,38.13863889,-78.45286111,Oswego Municipal,1424.16125940207,37.15978667,-95.04246222
394,Winterplace Ski,Raleigh Cty Memorial,22.043910211891315,37.78732833,-81.12416417,Mercer Cty,33.858373367926646,37.29579944,-81.20769056,Middleton ,875.5002444284995,31.41580111,-87.04404333
395,Wisp,Garrett County,3.291130323377207,39.58027778,-79.33941667,Morgantown Muni-Walter L. Bill Hart Fld.,48.389745482808955,39.6429075,-79.91631417,Elbert County-Patz ,680.4955617001822,34.09519722,-82.81586417
396,Wolf Creek,Stevens ,4.177360413143183,37.277505,-107.0558742,Jicarilla Apache Nation,50.27806199209693,36.828534999999995,-106.8841914,Mountain Grove Memorial,1300.7280127344882,37.12071889,-92.311245
397,Wolf Ridge Ski,Greeneville Municipal,38.20522570721783,36.19299083,-82.81507028,Elizabethton Municipal,55.199692006132054,36.37094306,-82.17374111,Anaktuvuk Pass,5484.410620572023,68.1343225,-151.74168
398,Woodbury,Waterbury-Oxford,15.97469340430239,41.47855556,-73.13525,Danbury Municipal,30.827872781489052,41.37153528,-73.48219056,Piedmont Triad International,840.8452719975315,36.09774694,-79.9372975
399,Woods Valley,Griffis Airpark,8.221318066660634,43.23379861,-75.40703333,Oneida Cty,17.847566918393497,43.14511944,-75.38385889,Key ,1689.1525548388163,32.33313333,-88.75120556
400,Yawgoo Valley,Quonset State,11.13168725521407,41.5971525,-71.41215333,Theodore F Green State,22.435517284551796,41.72399917,-71.42822111,Sinton-San Patricio County,2793.7107832501943,28.03925,-97.54244444
